id,name,salary,promotion,phonenumber,datausage,subdistrict,data,call,call usage,age,date,Net Over limit,Call Over limit,STATUS
2438,Prof. Esteban Connelly III,50000,590,826586476,30,ควนโนรี,20,200,23,53,24/8/2018 21:02,10,0,OK
2439,Quincy Hirthe I,50000,890,830167418,46,บ้านเลือก,30,300,697,50,13/1/2019 21:46,16,397,OK
2440,Salvador Kassulke,25000,390,885253767,11,อ่างทอง,10,100,719,56,16/6/2018 10:48,1,619,OK
2441,Hollis Brekke,25000,590,873867340,47,หัวขวาง,20,200,506,40,18/4/2018 15:30,27,306,OK
2442,Zula Hodkiewicz,18000,590,866627096,38,นาแพง,20,200,741,28,21/2/2018 08:08,18,541,OK
2443,Dennis Gibson,30000,390,844533415,31,แม่จั๊วะ,10,100,66,52,10/11/2018 17:13,21,0,OK
2444,Mr. Cory Block DDS,25000,890,847246292,16,อ่างทอง,30,300,175,57,31/1/2019 18:14,0,0,TX
2445,Dr. Eleazar Miller Jr.,25000,590,810437672,19,โรงหีบ,20,200,257,34,19/6/2018 18:02,0,57,TX
2446,Dr. Hudson Bahringer DDS,20000,590,847764165,43,บางคา,20,200,65,26,17/6/2018 02:56,23,0,TX
2447,Hettie Lehner I,30000,890,890372385,49,นากอก,30,300,191,43,15/2/2018 14:07,19,0,TX
2448,Helmer Bechtelar,18000,1090,876176800,35,ดงมหาวัน,50,500,192,21,15/5/2018 12:20,0,0,TX
2449,Prof. Olga Kuhic,12000,890,863066880,18,คำพอุง,30,300,457,23,16/11/2018 07:31,0,157,OK
2450,Samir Lakin,30000,890,853229523,28,ไพรพัฒนา,30,300,782,52,28/10/2018 12:40,0,482,TX
2451,Ramiro Bogan,15000,390,824604135,48,พันลาน,10,100,594,19,27/9/2018 10:29,38,494,TX
2452,Yazmin Runolfsson,20000,1090,896580367,43,ตระกาจ,50,500,79,26,27/6/2018 20:30,0,0,TX
2453,Mrs. Aditya Windler,50000,1090,850330156,24,เมืองบัว,50,500,127,58,10/4/2018 16:44,0,0,OK
2454,Dr. Reed Heaney IV,30000,590,853199789,30,ศรีภูมิ,20,200,232,59,4/3/2018 15:08,10,32,OK
2455,Oma Konopelski,25000,390,818051848,22,ศรีสมเด็จ,10,100,658,58,19/8/2018 13:17,12,558,TX
2456,Percy Jacobi,30000,590,891510341,23,ชุมโค,20,200,673,35,26/8/2018 16:53,3,473,OK
2457,Rosalee Jaskolski,30000,890,823168062,40,แม่กิ๊,30,300,200,31,20/3/2018 18:51,10,0,OK
2458,Selina Kuhlman,20000,890,898065149,27,ยายแย้มวัฒนา,30,300,269,40,24/4/2018 09:05,0,0,OK
2459,Dr. Dewayne Bergnaum Sr.,30000,390,832643090,11,นาสวน,10,100,201,42,29/10/2018 10:06,1,101,OK
2460,Greta Cormier,20000,590,847891291,49,หนองข้างคอก,20,200,642,37,11/9/2018 05:31,29,442,OK
2461,Mateo Gutkowski,30000,390,834528745,28,ดงขุย,10,100,556,49,28/6/2018 22:53,18,456,TX
2462,Candida Stracke,25000,1090,838616035,16,ดงขวาง,50,500,197,59,28/1/2019 20:09,0,0,OK
2463,Maud Heidenreich,25000,390,844834416,23,ศรีเทพ,10,100,288,31,11/9/2018 18:25,13,188,OK
2464,Antonia Hermiston,30000,390,846889360,23,ระวิง,10,100,516,42,22/1/2019 20:43,13,416,OK
2465,Jeffry Eichmann,50000,390,812675982,14,ดอนใหญ่,10,100,539,46,22/1/2019 11:34,4,439,OK
2466,Tillman Nolan,18000,1090,814587468,2,วัดโคก,50,500,372,27,7/8/2018 02:26,0,0,TX
2467,Emmanuelle Bailey,20000,1090,844623508,49,บ่อเวฬุ,50,500,238,33,19/12/2018 00:45,0,0,TX
2468,Axel Welch,12000,390,852986938,45,วังไม้ขอน,10,100,690,23,17/1/2019 20:25,35,590,OK
2469,Brycen Cartwright,30000,590,871432892,35,หนองบก,20,200,349,34,28/9/2018 13:16,15,149,OK
2470,Terrence Bechtelar V,30000,390,863094079,11,หนองปลาหมอ,10,100,126,33,9/10/2018 05:54,1,26,OK
2471,Casandra Collier,50000,590,861395134,32,ปาดังเบซาร์,20,200,344,37,26/10/2018 23:59,12,144,OK
2472,Laurel Turner PhD,12000,890,875759050,8,โคกจาน,30,300,301,19,7/9/2018 19:07,0,1,TX
2473,Enos Altenwerth DVM,30000,590,829446356,7,บ้านใหม่,20,200,660,42,10/10/2018 19:44,0,460,TX
2474,Gaetano Willms DDS,50000,590,823219904,29,พลับพลา,20,200,399,59,9/8/2018 14:36,9,199,OK
2475,Mr. Erick Tremblay MD,50000,390,818192888,23,สามบัณฑิต,10,100,326,49,10/6/2018 17:47,13,226,OK
2476,Alfonzo Torp Jr.,12000,390,842501247,35,บ้านขาว,10,100,729,16,17/10/2018 04:35,25,629,TX
2477,Jan Smitham V,20000,890,871320153,14,ห้วยสะแก,30,300,521,37,4/12/2018 19:43,0,221,TX
2478,Mrs. Adelia Wolf Sr.,30000,390,833681602,46,กกทอง,10,100,308,38,11/11/2018 21:48,36,208,TX
2479,Mr. Junius Rodriguez II,25000,590,859152363,8,พลิ้ว,20,200,754,36,14/2/2018 21:23,0,554,OK
2480,Austin Collier,15000,890,835906109,45,โนนสำราญ,30,300,526,24,29/7/2018 02:10,15,226,OK
2481,Elnora Bartell,12000,890,867790456,41,ท่าก้อน,30,300,664,28,30/1/2019 15:26,11,364,OK
2482,Stephon Schuster,20000,890,876365733,33,หนองม่วงไข่,30,300,374,33,23/8/2018 00:11,3,74,OK
2483,Kariane Wolf,12000,590,842380347,44,กุดชุมแสง,20,200,565,17,30/3/2018 18:16,24,365,OK
2484,Missa Hartmann II,30000,890,860873316,47,หนองเทาใหญ่,30,300,636,58,15/12/2018 12:04,17,336,OK
2485,Prof. Jeff Kovacek Jr.,20000,1090,839643473,15,บึงทวาย,50,500,431,23,8/5/2018 06:45,0,0,OK
2486,Prof. Tommie Paucek,12000,390,867587744,8,แช่ช้าง,10,100,362,26,17/2/2018 09:50,0,262,OK
2487,Mathilde Emmerich,20000,590,846463933,11,ป่าแดง,20,200,499,33,26/11/2018 17:27,0,299,TX
2488,Easton Gutkowski,25000,390,846249127,40,รอบเวียง,10,100,654,58,21/5/2018 00:09,30,554,TX
2489,Rogelio Sawayn,30000,890,882157303,40,ขึ่ง,30,300,703,50,8/4/2018 10:51,10,403,TX
2490,Eveline Moore,25000,890,883395177,45,ยางนอน,30,300,633,38,25/1/2019 07:49,15,333,TX
2491,Veda Hagenes,20000,890,837187198,1,ห้วยหลัว,30,300,99,42,15/3/2018 12:03,0,0,TX
2492,Mr. Vincenzo Schroeder DVM,50000,590,815683222,20,ท่าวาสุกรี,20,200,496,39,7/12/2018 10:08,0,296,TX
2493,Saul Cassin,30000,890,822150192,13,ปราณบุรี,30,300,489,35,7/12/2018 15:48,0,189,TX
2494,Wilford Keebler,30000,390,830730925,9,หนองอ้อ,10,100,176,30,17/2/2018 09:06,0,76,OK
2495,Edythe Kshlerin Sr.,25000,1090,826252800,32,เขากะลา,50,500,187,39,13/10/2018 06:34,0,0,OK
2496,Ronny Schaefer,15000,1090,878758074,43,ศรีสุข,50,500,283,27,29/10/2018 04:29,0,0,OK
2497,Ms. Ashly Wehner,50000,890,882083565,46,หนองไม้งาม,30,300,738,30,8/5/2018 20:22,16,438,OK
2498,Mr. Emiliano Harber III,15000,1090,836619475,37,ตระแสง,50,500,525,26,31/7/2018 07:15,0,25,OK
2499,Ford O'Conner,30000,890,818309528,10,แคนดง,30,300,589,58,22/3/2018 18:17,0,289,OK
2500,Kristoffer Daugherty,50000,890,817641237,42,มหาโพธิ,30,300,201,42,16/6/2018 12:14,12,0,TX
2501,Zelma Doyle,25000,390,826017326,34,สามง่ามท่าโบสถ์,10,100,605,60,29/6/2018 06:57,24,505,OK
2502,Shannon Watsica,25000,390,828822669,9,เทวราช,10,100,368,33,27/4/2018 14:40,0,268,OK
2503,Marcos Schuster,20000,1090,855649759,40,เขารูปช้าง,50,500,313,39,18/11/2018 15:41,0,0,OK
2504,Elyssa Becker,15000,390,888533367,14,วังสำโรง,10,100,556,20,30/4/2018 02:15,4,456,OK
2505,Jewell Lemke I,20000,1090,837833229,8,ห้วยยั้ง,50,500,292,25,5/7/2018 16:24,0,0,OK
2506,Mr. Willy Reilly,18000,390,871212991,37,สามแวง,10,100,556,19,9/12/2018 23:43,27,456,OK
2507,Domenica Ullrich,30000,390,875270275,1,อัมพวา,10,100,148,55,10/2/2018 19:40,0,48,OK
2508,Forest Kohler,12000,890,889218206,36,คลองคะเชนทร์,30,300,758,17,18/12/2018 04:44,6,458,OK
2509,Shirley Kozey,20000,1090,811637997,26,พระลับ,50,500,672,32,7/5/2018 03:53,0,172,OK
2510,Kenya Daugherty,20000,390,851531920,20,ไผ่โทน,10,100,94,44,30/6/2018 02:56,10,0,OK
2511,Randi Miller,20000,890,885039297,21,คลองยา,30,300,411,22,11/5/2018 15:13,0,111,OK
2512,Prof. Bertrand Fay,30000,1090,876205057,6,หนองโพ,50,500,67,55,6/1/2019 23:55,0,0,OK
2513,Mrs. Alivia Gerlach,50000,890,867495199,1,ค้อน้อย,30,300,33,41,25/4/2018 16:01,0,0,OK
2514,Angelita Jacobi,25000,890,852799025,49,โขมง,30,300,407,36,21/9/2018 19:47,19,107,OK
2515,Moses Weimann III,50000,1090,835034821,22,วะตะแบก,50,500,54,54,20/11/2018 23:44,0,0,OK
2516,Emily Gislason,20000,890,846590087,43,ยางราก,30,300,368,15,14/5/2018 00:40,13,68,OK
2517,Louie Ryan Jr.,15000,590,811289965,50,หนองเหียง,20,200,701,24,12/1/2019 09:21,30,501,OK
2518,Prof. Jaeden Effertz DVM,20000,890,860399451,30,ทุ่งศรีทอง,30,300,194,17,19/5/2018 23:28,0,0,OK
2519,Prof. Marjorie Johnston DVM,30000,890,887330620,20,บางพระ,30,300,507,57,26/6/2018 07:37,0,207,OK
2520,Judy McLaughlin DDS,25000,390,881662939,45,หินดาด,10,100,571,33,15/3/2018 07:55,35,471,OK
2521,Gabe Langworth,18000,390,857392003,48,บางลึก,10,100,73,25,25/11/2018 22:41,38,0,OK
2522,Evans Weimann,25000,590,859416158,1,ดงกลาง,20,200,79,44,28/7/2018 11:13,0,0,OK
2523,Savannah Welch,18000,390,871602327,4,วัดสน,10,100,640,15,29/12/2018 22:06,0,540,OK
2524,Edwardo Flatley,15000,890,882931429,2,บ้านเกาะ,30,300,248,17,18/5/2018 21:55,0,0,OK
2525,Kayli Cummerata,20000,890,899612498,11,โพธิ์ทอง,30,300,242,58,4/11/2018 01:51,0,0,TX
2526,Bernadine Hoeger,15000,590,831946297,49,ท่าบ่อสงคราม,20,200,738,21,17/11/2018 06:49,29,538,OK
2527,Haleigh Sipes,30000,890,812959297,5,ลาโละ,30,300,743,34,17/2/2018 15:28,0,443,TX
2528,Theron Goodwin,20000,590,859301110,26,หนองไผ่แบน,20,200,434,49,28/4/2018 21:58,6,234,TX
2529,Dr. Nyah McKenzie,20000,590,861480336,48,หนองกระทิง,20,200,359,43,6/8/2018 19:38,28,159,TX
2530,Dora Aufderhar,50000,390,814932716,46,ราษฎร์พัฒนา,10,100,581,37,27/6/2018 00:06,36,481,TX
2531,Nicholaus Abbott,50000,1090,885481580,47,บ้านคา,50,500,182,48,13/12/2018 04:36,0,0,TX
2532,Dr. Nickolas Bins PhD,20000,1090,890877790,50,กลอนโด,50,500,375,49,11/7/2018 01:29,0,0,TX
2533,Ruby Trantow,18000,390,858226678,30,โรงช้าง,10,100,129,17,8/7/2018 17:54,20,29,TX
2534,Prof. Alivia Koss,15000,890,846510285,19,ศาลาแดง,30,300,56,25,24/1/2019 13:04,0,0,OK
2535,Lila Dicki,20000,1090,830713953,41,ปลาค้าว,50,500,178,37,24/12/2018 22:42,0,0,OK
2536,Tatyana Denesik,50000,590,886453393,12,โคกนาโก,20,200,526,35,9/7/2018 21:53,0,326,TX
2537,Dr. Electa Murphy PhD,20000,1090,888446776,43,ศรีวิไล,50,500,319,35,29/11/2018 03:13,0,0,OK
2538,Christop Mitchell,15000,1090,898263937,27,บึงนาเรียง,50,500,5,19,17/12/2018 23:12,0,0,OK
2539,Mr. Sidney Kuhic,30000,1090,899786877,9,ท่าจะหลุง,50,500,490,39,28/4/2018 22:29,0,0,OK
2540,Patience Ledner,30000,590,845137957,28,ดอยฮาง,20,200,64,34,28/12/2018 11:21,8,0,OK
2541,Felipa Lindgren,18000,890,822963425,43,ตากฟ้า,30,300,73,15,28/2/2018 11:53,13,0,OK
2542,Santa Cassin,30000,890,862567852,31,ท่าข้าม,30,300,617,31,9/5/2018 09:21,1,317,OK
2543,Crystel Labadie,20000,590,831157331,4,นาสี,20,200,690,44,24/10/2018 00:36,0,490,OK
2544,Cordell Wunsch,30000,390,857745777,15,โนนสูง,10,100,466,60,5/7/2018 19:30,5,366,OK
2545,Fernando Hill,12000,390,864567936,31,บางกระทึก,10,100,581,20,5/8/2018 09:27,21,481,OK
2546,Stanton Monahan,12000,890,887810213,21,คำด้วง,30,300,690,26,9/3/2018 06:45,0,390,OK
2547,Arielle Jakubowski,18000,890,829375023,8,สีสุก,30,300,196,24,19/3/2018 00:29,0,0,OK
2548,Ms. Emely Ward I,25000,890,896523364,36,ดอนสัก,30,300,275,34,19/6/2018 15:14,6,0,OK
2549,Mr. Kacey Keeling III,30000,1090,861980673,32,ศรีถ้อย,50,500,569,48,2/12/2018 19:47,0,69,OK
2550,Prof. Princess Rohan,30000,890,811015673,14,ท่าดอกคำ,30,300,685,38,28/8/2018 23:29,0,385,OK
2551,Dr. Laurel Feest,25000,890,893016120,26,หนองตีนนก,30,300,360,60,23/6/2018 10:00,0,60,TX
2552,Mrs. Keira Fay,50000,1090,885556595,37,เกาะสาหร่าย,50,500,550,33,7/1/2019 05:46,0,50,TA
2553,Albertha Bechtelar,30000,590,832874112,31,เขวาไร่,20,200,582,31,17/4/2018 08:46,11,382,OK
2554,Mrs. Katelynn Bergstrom I,25000,390,812483845,48,ไกรใน,10,100,785,55,24/5/2018 05:04,38,685,TX
2555,Dr. Mario Wilkinson,20000,390,814138827,25,ทับไทร,10,100,647,19,19/12/2018 06:58,15,547,TX
2556,Barrett Stamm,15000,1090,851695818,17,เกาะลันตาใหญ่,50,500,472,19,26/1/2019 04:59,0,0,OK
2557,Zella Frami,12000,590,859264940,32,นอกเมือง,20,200,89,29,12/9/2018 03:24,12,0,OK
2558,Mr. Lafayette Hickle Sr.,20000,890,841988615,7,เกาะกูด,30,300,203,35,18/7/2018 10:01,0,0,TA
2559,Jaylan White Jr.,25000,890,872224067,17,บ้านเพชร,30,300,501,41,2/2/2019 09:49,0,201,TX
2560,Prof. Bertrand Thompson III,20000,390,845373499,13,คลองใหญ่,10,100,256,46,11/5/2018 15:00,3,156,OK
2561,Elise Trantow,20000,390,836327596,39,ทุ่งทอง,10,100,370,44,28/6/2018 14:17,29,270,TX
2562,Coby Hermiston I,12000,1090,819747034,31,ปากท่า,50,500,11,22,12/7/2018 23:43,0,0,OK
2563,Pauline Wolff,20000,1090,854390655,27,สันกำแพง,50,500,76,49,7/10/2018 14:00,0,0,OK
2564,Mr. Quinton Schinner IV,15000,390,856093365,6,ห้วยพระ,10,100,723,20,4/3/2018 07:46,0,623,OK
2565,Mr. Haley Turcotte II,15000,1090,885855521,15,ไทรขึง,50,500,210,29,26/9/2018 00:32,0,0,OK
2566,Margarett Cummings,25000,390,898984907,36,เสียว,10,100,205,60,15/12/2018 02:51,26,105,TX
2567,Ms. Melba Gutkowski V,50000,890,831025142,22,สัตหีบ,30,300,490,34,30/3/2018 20:21,0,190,OK
2568,Geraldine Gleichner,25000,590,834758058,19,กะรุบี,20,200,493,47,26/5/2018 10:58,0,293,OK
2569,Prof. Ahmad Quitzon,20000,390,843733984,31,อินทประมูล,10,100,222,55,5/10/2018 05:45,21,122,TX
2570,Hoyt Casper,20000,1090,883890477,23,โนนสว่าง,50,500,118,27,13/11/2018 05:46,0,0,OK
2571,Emma Daniel,25000,590,870435971,50,ศาลา,20,200,204,37,14/11/2018 13:55,30,4,OK
2572,Prof. Michaela Wintheiser I,50000,890,865583224,36,นาท่ามเหนือ,30,300,672,45,21/7/2018 04:27,6,372,OK
2573,Precious Senger,25000,1090,847224488,33,โนนศิลา,50,500,43,48,3/3/2018 13:18,0,0,OK
2574,Lori Leuschke DVM,25000,590,845679227,7,กำแพง,20,200,305,36,3/2/2019 19:43,0,105,OK
2575,Marilou Schumm,25000,1090,872933350,7,คอแลน,50,500,650,44,5/2/2019 01:55,0,150,TA
2576,Prof. Morton Bartell,15000,890,821164314,16,พระพุทธบาท,30,300,767,27,3/3/2018 22:09,0,467,TX
2577,Sabrina Haley,50000,890,881003731,12,บางกระเบา,30,300,442,38,11/2/2018 09:40,0,142,OK
2578,Humberto Murazik,15000,890,883802198,40,ละเอาะ,30,300,307,27,6/12/2018 14:29,10,7,TX
2579,Stevie Grimes,50000,590,830540144,12,โคกพระเจดีย์,20,200,671,51,5/7/2018 13:32,0,471,TX
2580,Prof. Scarlett Schultz,30000,890,854883483,24,สหธาตุ,30,300,602,39,30/11/2018 23:45,0,302,OK
2581,Dr. Rahsaan Roberts,18000,890,894050278,33,สบบง,30,300,49,19,3/2/2019 16:31,3,0,TX
2582,Madeline Koepp Jr.,50000,890,846958331,15,ก้อ,30,300,304,47,26/1/2019 21:16,0,4,TX
2583,Elenora Barton,20000,390,869730785,5,โป่งแดง,10,100,680,41,12/12/2018 12:54,0,580,OK
2584,Jewell Corwin,30000,890,856468323,30,เกาะพยาม,30,300,235,43,11/11/2018 08:31,0,0,OK
2585,Julio Cronin,12000,890,884917048,7,คลองหาด,30,300,149,25,15/5/2018 08:59,0,0,TX
2586,Burley Haley III,15000,890,881880084,10,บุ่งคล้า,30,300,493,29,4/9/2018 10:53,0,193,TX
2587,Frederick Hammes,20000,1090,865010715,29,ท้อแท้,50,500,300,57,23/9/2018 07:50,0,0,TX
2588,Prof. Jazlyn Koss Sr.,12000,390,877502989,42,โคกขาม,10,100,107,29,11/11/2018 21:56,32,7,OK
2589,Webster Ritchie PhD,20000,1090,828209118,1,ปากตะโก,50,500,159,60,25/7/2018 09:07,0,0,OK
2590,Emelie Rempel,20000,890,848557697,39,ลำดวน,30,300,304,51,31/12/2018 21:27,9,4,OK
2591,Miss Estella Roberts,15000,890,894939758,1,คลองเปียะ,30,300,414,21,12/2/2018 01:13,0,114,OK
2592,Prof. Margarita Thompson,30000,390,898485362,37,บ้านเสด็จ,10,100,677,42,6/11/2018 04:19,27,577,OK
2593,Jovan Wyman,30000,1090,890887581,35,หนองแก,50,500,435,38,14/5/2018 02:00,0,0,OK
2594,Kyla Roberts,20000,1090,899511019,50,โคกเจริญ,50,500,375,54,11/8/2018 06:36,0,0,OK
2595,Prof. Sabryna King II,25000,1090,891487192,34,ปากคลองบางปลากด,50,500,468,60,14/5/2018 20:53,0,0,OK
2596,Travon Torp V,50000,890,871999905,28,หนองนาก,30,300,45,49,21/11/2018 09:14,0,0,OK
2597,Dagmar Miller,30000,390,819040122,43,โชคชัย,10,100,556,37,23/4/2018 04:00,33,456,TX
2598,Dr. Monte Swaniawski,30000,390,818511390,5,ปากน้ำ,10,100,454,46,14/3/2018 00:13,0,354,TX
2599,Loren Wolf,25000,590,837422978,17,ปากน้ำ,20,200,309,40,26/8/2018 13:20,0,109,TX
2600,Jade Kling,20000,590,862518373,42,นาบอน,20,200,621,39,12/1/2019 23:11,22,421,TX
2601,Shawn Kilback,18000,390,868488371,41,บ้านดอน,10,100,229,29,23/5/2018 05:29,31,129,OK
2602,Reva Willms,50000,890,834236962,9,ทับคาง,30,300,622,56,2/1/2019 02:31,0,322,OK
2603,Audrey Greenfelder,30000,890,860740954,11,เกาะลันตาใหญ่,30,300,619,37,10/4/2018 08:13,0,319,OK
2604,Amanda Heidenreich,15000,890,861228102,11,เป๊าะ,30,300,510,15,17/10/2018 16:46,0,210,TX
2605,Amina Hilpert,50000,1090,864999361,13,กำแพงเซา,50,500,748,44,15/2/2018 20:26,0,248,OK
2606,Prof. Kara Herzog,25000,890,881494072,33,บ้านในดง,30,300,681,56,29/7/2018 22:09,3,381,TX
2607,Lorenzo Lebsack,50000,590,815128295,24,วังทอง,20,200,297,49,6/9/2018 19:35,4,97,TX
2608,Jayme Kozey,50000,1090,839957116,24,วังซ้าย,50,500,244,53,18/7/2018 22:07,0,0,OK
2609,Mrs. Maurine Funk Sr.,30000,590,889103122,41,หนองกระทุ่ม,20,200,757,30,25/6/2018 15:51,21,557,TX
2610,Prof. Brisa Nolan,25000,590,856964108,20,เสนางคนิคม,20,200,496,52,18/11/2018 20:34,0,296,TX
2611,Mr. Brady Trantow PhD,30000,390,885059921,2,ทุ่งสุขลา,10,100,634,31,2/1/2019 02:22,0,534,TX
2612,Treva Tremblay,20000,390,887835805,5,ไผ่,10,100,398,54,15/4/2018 15:00,0,298,TX
2613,Elody Tromp,30000,390,862403237,29,กำแพง,10,100,644,57,16/9/2018 20:37,19,544,OK
2614,Mr. Davon Grady IV,20000,390,843740769,16,แม่สลิด,10,100,744,56,2/9/2018 15:28,6,644,TX
2615,Teresa O'Hara,30000,590,813596899,43,สองแคว,20,200,344,49,30/5/2018 01:01,23,144,OK
2616,Jimmie Franecki,25000,890,824827712,46,อ่าวลึกน้อย,30,300,520,53,28/5/2018 05:54,16,220,OK
2617,Camren D'Amore Sr.,30000,1090,855199000,24,รางบัว,50,500,247,43,27/5/2018 18:10,0,0,OK
2618,Chasity Gislason,20000,890,842549521,30,ท่าราบ,30,300,285,38,19/9/2018 12:05,0,0,TX
2619,Ellie Haley,18000,590,892209130,10,ท่าทองหลาง,20,200,34,20,13/11/2018 17:59,0,0,TX
2620,Prof. Triston Medhurst,30000,390,811702055,47,บางลูกเสือ,10,100,635,42,20/6/2018 06:58,37,535,TX
2621,Winfield Greenfelder,25000,1090,885990680,13,โคกสัก,50,500,643,41,11/9/2018 07:50,0,143,TX
2622,Ezequiel Murray II,30000,1090,842765466,43,ลำคอหงษ์,50,500,317,52,3/9/2018 02:38,0,0,TX
2623,Jamarcus Satterfield,18000,890,862709596,30,ตลาด,30,300,250,22,22/6/2018 10:00,0,0,OK
2624,Samantha Ward,50000,590,844126544,32,คลองหอยโข่ง,20,200,6,44,15/8/2018 12:54,12,0,TX
